Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Title,Price,Image,Brand,Battery Cell,Vendor,Vendor Price,Quantity
"Laptop, Power Adaptor, User Guide, Warranty Documents",EX 215-54,UN.EGJSI.025,EX 215-54,Extensa,Charcoal Black,Thin and Light Laptop,Everyday Use,No,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,"Base Clock 1.70 Ghz, Max Turbo Boost Frequency Up to 4.10 GHz",,Intel Integrated UHD,2.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1 Port, 1 x USB 2.0 Port",1 x HDMI Port,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, High-brightness Acer ComfyViewTM LED-backlit TFT LCD",Two built-in stereo speakers,Built-in Dual Microphone,802.11a/b/g/n/ac wireless LAN,v5.1,363.4 x 238.4 x 19.9 mm,1.7 Kg,Not Available,"HD webcam with 1280 x 720 resolution, 720p HD audio/video recording, High dynamic range imaging (HDR)","100-/101-/104-key FineTip keyboard with independent numeric keypad, international language support, and power button",No,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,1 Year,"acer Extensa Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) EX 215-54 Thin and Light Laptop  (15.6 Inch, Charcoal Black, 1.7 Kg)","₹33,990",https://rukminim1.flixcart.com/image/416/416/l5e81ow0/computer/j/w/o/ex-215-54-thin-and-light-laptop-acer-original-imagg28wzdeny2jq.jpeg?q=70,acer,,"Comp1,Flipkart",23793.0,4758
"Laptop, Power Adaptor, User Guide, Warranty Documents",14s-fq1092au,50M60PA#ACJ,14s-fq1092au,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5500U,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,8,AMD Radeon AMD,6.0,64 bit,Windows 11 Home,Windows 11 Home 64 Single Language,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI 1.4b,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, IPS, micro-edge, BrightView, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC",Built-in Speaker,Built-in dual array digital microphones,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1),v4.2,324 x 225 x 17.9 mm,1.46 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, backlit, natural silver keyboard",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop  (14 inch, Natural Silver, 1.46 Kg, With MS Office)","₹49,290",https://rukminim1.flixcart.com/image/416/416/xif0q/computer/5/k/i/-original-imaggsh8hmh4jmdz.jpeg?q=70,HP,3 cell,"Comp1,Flipkart",34503.0,6900
"Laptop, AC Adapter, User Guide, Manuals",255 G8,64Q84PA,255 G8,,Dark Ash,Laptop,Processing & Multitasking,No,AMD,Ryzen 3 Dual Core,No,,8 GB,DDR4,,,,AMD Radeon,,,Windows 11 Home,,,,,No,39.62 cm (15.6 inch),1366 x 768 pixel,,,,,YES,,,Not Available,,,,1 YEAR,ONSITE,MANUFACTURING DAMAGE,PHYSICAL DAMAGE,,"HP Ryzen 3 Dual Core - (8 GB/1 TB HDD/Windows 11 Home) 255 G8 Laptop  (15.6 inch, Dark Ash)","₹30,290",https://rukminim1.flixcart.com/image/416/416/l0zm64w0/computer/2/a/h/255-g8-laptop-hp-original-imagcnk9gvmqvhaq.jpeg?q=70,HP,,"Comp1,Flipkart",21203.0,4240
"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",FX506LHB-HN358W,90NR03U2-M00D00,FX506LHB-HN358W,TUF Gaming F15,Black Plastic,Gaming Laptop,Gaming,No,Intel,Core i5,Yes,512 GB,8 GB,DDR4,10200H,"Base Frequency 2.4 GHz, Max Turbo Frequency at 4.1 GHz",8 MB,NVIDIA GeForce GTX 1650,4.0,,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 2.0 Type-A, 2 x USB 3.2 Gen 1 Type-A",1 x HDMI 2.0b,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD, IPS level, Aspect Ratio: 16:9, Anti-glare Display, Refresh Rate: 144 Hz, Viewing Angle: 170/170, Brightness: 250 nits, Contrast: 1000:1, 45% NTSC%, 62.5% SRGB%, 47.1% Adobe%,",Built-in Dual Speaker System with Smart Amplifier Technology,Built-in Array Microphone,Wi-Fi 6 (802.11ax) (Dual band) 2 x 2,V5.2,359 x 256 x 24.7 mm,2.30 kg kg,Not Available,720P HD camera,Backlit Chiclet Keyboard 1-Zone RGB,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LHB-HN358W Gaming Laptop  (15.6 inch, Black Plastic, 2.30 kg kg)","₹52,990",https://rukminim1.flixcart.com/image/416/416/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70,ASUS,3 Cell,"Comp1,Flipkart",37093.0,7418
"Laptop, Power Adapter, User Guide, Warranty Documents",15s-fq4022TU,533U4PA#ACJ,15s-fq4022TU,,Jet Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1155G7,4.5,8,Intel Integrated Iris Xe Graphics,4.0,64 bit,Windows 11 Home,,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1 x HDMI 1.4b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"FHD, micro-edge, anti-glare (Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC)",Dual Speakers,Integrated dual array digital microphones,MediaTek Wi-Fi CERTIFIED 6 MT7921 (2x2),v5.2,358 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, Jet Black keyboard with numeric keypad",No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹50,999",https://rukminim1.flixcart.com/image/416/416/kzrbiq80/computer/v/d/d/15s-fq2626tu-thin-and-light-laptop-hp-original-imagbpb2sztfprgz.jpeg?q=70,HP,3,"Comp1,Flipkart",35699.3,7139
"1 Laptop, 1 Power Adaptor, 1 Power cord, User Manual",JYU4433IN/JYU4448IN,JYU4368IN,RedmiBook 15,15,Charcoal Gray,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,256 GB,8 GB,DDR4,i3-1115G4,3.0 GHz with Turbo Boost up to 4.1 GHz,6 MB,Intel Integrated UHD,,,Windows 10 Home,,Yes,"2 X USB 3.2 Gen1, 1 x USB 2.0",1 x HDMI Port(1.4),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD Anti glare display, 81.8% Screen to Body ratio and DC Dimming",Built-in Stereo Speakers,Built-in microphone,,v5.0,363.8 x 243.5 x 19.9 mm,1.8 kg,Not Available,720p HD Webcam,"Chiclet keyboard with Scissor mechanism, 1.5mm key travel",,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,"RedmiBook 15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)","₹31,990",https://rukminim1.flixcart.com/image/416/416/krxtrww0/computer/e/l/c/redmibook-15-e-learning-edition-thin-and-light-laptop-redmi-original-imag5m8jkjbaybeu.jpeg?q=70,RedmiBook,,"Comp1,Flipkart",22393.0,4478
"Laptop, Battery, Adapter, Cables and User Manuals",15IHU6,82K101B6IN,15IHU6,IdeaPad Gaming,Shadow Black,Gaming Laptop,Gaming,No,Intel,Core i5,Yes,512 GB,8 GB,DDR4,11320H,2.5 GHz upto max turbo frequency at 4.5 Ghz,8,NVIDIA GeForce GTX 1650,4.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",1 x HDMI 2.0 port,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD IPS 250nits Anti-glare, 60Hz, 45% NTSC, DC dimmer",speakers Two built-in stereo speakers,Built-in Dual Array Microphones,"Wi-Fi 6 11ax, 2x2",v5.0,359.6 x 251.9 x 24.2 mm,2.25 kg,Not Available,HD 720p with Camera Shutter,"White Backlit, English",Yes,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,Onsite,Manufacturing Defects,Physical Damage,1 Year,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹54,990",https://rukminim1.flixcart.com/image/416/416/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70,Lenovo,,"Comp1,Flipkart",38493.0,7698
"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-42G,NH.QAYSI.001/NH.QAYSI.004,,Aspire 7,Black,Gaming Laptop,Gaming,No,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5500U,2.1 GHz with Turbo Boost Upto 4.0 GHz,11 MB,NVIDIA GeForce GTX 1650,6.0,64 bit,Windows 10 Home,,Yes,"1 x USB Type C, 1 x USB 2.0, 1 x USB 3.2 (1st Gen), 1 x USB (with Power-off Charging)",1 x HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS ComfyView Display (16:9 Aspect Ratio, 45% NTSC Color Gamut)",Built-in Dual Speakers,Built-in Dual Microphones,802.11a/b/g/n/acR2+ax wireless LAN,v5.1,363.4 x 254.5 x 22.9 mm,2.15 kg,Not Available,720p HD Webcam,FineTip Backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),Yes,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,1 Year,"acer Aspire 7 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-42G Gaming Laptop  (15.6 inch, Black, 2.15 kg)","₹51,990",https://rukminim1.flixcart.com/image/416/416/klcmoi80/computer/q/e/3/na-gaming-laptop-acer-original-imagyhwfgwhkf3vv.jpeg?q=70,acer,3,"Comp1,Flipkart",36393.0,7278
"Laptop, Power Adaptor, User Guide, Warranty Documents",15s- eq2182AU,6K7U2PA#ACJ,15s- eq2182AU,,Natural Silver,Thin and Light Laptop,Performance,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR4,5500U,Up to 4.0 GHz max boost clock,8,AMD Radeon Radeon Graphics,6.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x SuperSpeed USB Type-C 5Gbps signaling rate, 2x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI 1.4b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"FHD, micro-edge, anti-glare, (Brightness 250 nits, 141 ppi, Color Gamut 45%NTSC)",Dual Speakers,1x multi-format SD media card reader,Realtek RTL8821CE 802.11b/g/n/ac (2x2),v5.0,358 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision HD Camera,Full-size island-style backlit Natural Silver keyboard with numeric keypad,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"HP Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹55,999",https://rukminim1.flixcart.com/image/416/416/xif0q/computer/5/6/i/-original-imaggshd5zgfe8ev.jpeg?q=70,HP,3,"Comp1,Flipkart",39199.3,7839
"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-ey1508AU,6Q0N0PA#ACJ,15s-ey1508AU,,Jet Black,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 3 Dual Core,Yes,256 GB,8 GB,DDR4,3250U,"2.6 GHz base clock, up to 3.5 GHz max boost clock",4,AMD Radeon Radeon,2.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x SuperSpeed USB Type-C 5Gbps signaling rate, 2x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI 1.4b,No,39.62 cm (15.6 mm),1366 x 768 Pixel,"HD, micro-edge, BrightView, (Brightness 220 nits, 101 ppi Color Gamut 45%NTSC)",Dual Speakers,Integrated dual array digital Microphones,Realtek RTL8821CE 802.11b/g/n/ac (2x2),v5.0,358 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD Camera,Full-size island-style Jet Black keyboard with numeric keypad,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Laptop  (15.6 mm, Jet Black, 1.69 Kg, With MS Office)","₹35,990",https://rukminim1.flixcart.com/image/416/416/xif0q/computer/q/j/c/-original-imagh3wecapg5gqn.jpeg?q=70,HP,3,"Comp1,Flipkart",25193.0,5038
"Laptop, battery, adapter, cables and user manuals",X413EA-EB532WS,90NB0RL7-M005R0,X413EA-EB532WS,VivoBook Ultra 14 (2022),Bespoke Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,1135G7,2.4 GHz with Turbo Boost Upto 4.2 GHz,8M,Intel Integrated Iris Xe,,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD (IPS-level Panel, 250nits, 45% NTSC color gamut, non-OLED, Anti-glare display)",Built-in Speakers,Built-in Microphone,Wi-Fi 6(802.11ax) 2x2,v5.0,324 x 215 x 19.1 mm,1.40 kg,Not Available,720p HD camera,Backlit Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS VivoBook Ultra 14 (2022) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB532WS Thin and Light Laptop  (14 inch, Bespoke Black, 1.40 kg, With MS Office)","₹55,990",https://rukminim1.flixcart.com/image/416/416/kh9gbrk0/computer/e/6/d/asus-na-thin-and-light-laptop-original-imafxbj7gbsraqzk.jpeg?q=70,ASUS,3 cell,"Comp1,Flipkart",39193.0,7838
"Laptop, Power Adaptor, User Guide, Warranty Documents",A314-22,UN.HVVSI.014,A314-22,Aspire 3,Charcoal Black,Notebook,"Entertainment, Everyday Use, Gaming, Performance, Processing & Multitasking, Travel & Business",No,AMD,Athlon Dual Core,Yes,256 GB,8 GB,DDR4,3020e,"Base 1.2 Ghz, Max upto 2.6 GHz",,AMD Radeon Radeon,2.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port",1x HDMI Port,No,35.56 cm (14 inch),1366 x 768 Pixels,"HD, Acer ComfyView LED-backlit TFT LCD",Two built-in stereo speakers,Built-in digital microphone,802.11a/b/g/n/ac wireless LAN,v4.1,328 x 236 x 19.9 mm,1.9 kg,Not Available,Yes,83-/84-/87-key Acer FineTip keyboard with International language support,No,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,"acer Aspire 3 Athlon Dual Core 3020e - (8 GB/256 GB SSD/Windows 11 Home) A314-22 Notebook  (14 inch, Charcoal Black, 1.9 kg)","₹26,990",https://rukminim1.flixcart.com/image/416/416/xif0q/computer/g/a/3/a314-22-notebook-acer-original-imaggs9bafqudt87.jpeg?q=70,acer,2,"Comp1,Flipkart",18893.0,3778
"Laptop, Power Adaptor, User Guide, Warranty Documents",X415EA-EK342WS,90NB0TT1-M17190,X415EA-EK342WS,VivoBook,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,256 GB,8 GB,DDR4,1115G4,4.1,6,Intel Integrated UHD Graphics,2.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1x HDMI 1.4,No,35.56 cm (14 Inch),1920 x 1080 Pixels,"FHD, (Brightness 220nits, 45% NTSC color gamut)",Built-in speaker,Built-in microphone,Wi-Fi 5(802.11ac),v4.1,325.4 x 216.0 x 19.9 mm,1.60 Kg,Not Available,VGA camera,Chiclet Keyboard,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS VivoBook Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X415EA-EK342WS Thin and Light Laptop  (14 Inch, Transparent Silver, 1.60 Kg, With MS Office)","₹32,990",https://rukminim1.flixcart.com/image/416/416/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70,ASUS,2,"Comp1,Flipkart",23093.0,4618
"Laptop, Power Adaptor, User Guide, Warranty Documents",X515EA-EJ312WS,90NB0TY2-M26810,X515EA-EJ312WS,,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,256 GB,8 GB,DDR4,1115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,6,Intel Integrated UHD,2.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD anti-glare, Brightness: 200 nits, Color Gamut: 45% NTSC",Built-in Speaker,Built-in Microphone,Wi-Fi 5(802.11ac),v4.1,360 x 235 x 19.9 mm,1.80 kg,Not Available,VGA Webcam,Chiclet Keyboard with Num-key,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹34,990",https://rukminim1.flixcart.com/image/416/416/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,ASUS,2 cell,"Comp1,Flipkart",24493.0,4898
"Laptop, Power Adaptor, User Guide, Warranty Documents",15s- eq2144au,50M63PA#ACJ,15s- eq2144au,,Natural Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5500U,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,8,AMD Radeon AMD,6.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI 1.4b,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v4.2,358 x 242 x 17.9 mm,1.69 kg,Not Available,HP True Vision 720p HD camera,Full-size Island-style Natural Silver Keyboard with Numeric Keypad,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","₹47,490",https://rukminim1.flixcart.com/image/416/416/xif0q/computer/5/6/i/-original-imaggshd5zgfe8ev.jpeg?q=70,HP,3 cell,"Comp1,Flipkart",33243.0,6648
"Laptop, battery, adapter, cables and user manuals",X515EA-EJ302TS,90NB0TY2-M17280,X515EA-EJ302TS,VivoBook 15 (2022),Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,256 GB,4 GB,DDR4,1115G4,3.0GHz with Turbo Boost Upto 4.1GHz,6 MB,Intel Integrated UHD,,,Windows 10 Home,Windows 10 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD Anti-glare display (200nits, NTSC: 45%)",Built-in speaker,Built-in array microphone,Wi-Fi 5 (802.11ac),v5.0,360 x 235 x 19.9 mm,1.80 kg,Not Available,VGA camera,Chiclet Keyboard with Num-key,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS VivoBook 15 (2022) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹30,990",https://rukminim1.flixcart.com/image/416/416/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,ASUS,2 cell,"Comp1,Flipkart",21693.0,4338
"Laptop, battery, adapter, cables and user manuals",X515EA-EJ502WS,90NB0TY2-M26800,X515EA-EJ502WS,VivoBook 15 (2022),Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,256 GB,8 GB,DDR4,1135G7,2.4 GHz with Turbo Boost Upto 4.2 GHz,8,Intel Integrated Iris Xe,,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display)",Built-in Speakers,Built-in Microphone,Wi-Fi 5(802.11ac) 1x1,v4.1,360 x 235 x 19.9 mm,1.80 kg,Not Available,VGA camera,Chiclet Keyboard with Num-key,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS VivoBook 15 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ502WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹46,990",https://rukminim1.flixcart.com/image/416/416/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,ASUS,2 cell,"Comp1,Flipkart",32893.0,6578
"Laptop, Power Adapter, User Guide, Warranty Documents",14s - dy2507TU,6N024PA#ACJ,14s - dy2507TU,,Natural Silver,Thin and Light Laptop,"Entertainment, Performance, Processing & Multitasking",Yes,Intel,Core i3,Yes,256 GB,8 GB,DDR4,1115G4,Up to 4.1 GHz,6,Intel Integrated UHD Graphics,2.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x SuperSpeed USB Type-C 5 Gbps signaling rate, 2x SuperSpeed USB Type-A 5Gbps signaling rate","1x HDMI 2.1, 1x HDMI 1.4b",No,35.56 cm (14 inch),1920 x 1080 Pixel,"FHD, IPS, micro-edge, anti-glare (Brightness: 250 nits, 157 ppi, Color Gamut: 45% NTSC)",Dual speakers,Integrated dual array digital microphones,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,325 x 216 x 17.0 mm,1.41 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, Natural Silver keyboard",No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14s - dy2507TU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 Kg, With MS Office)","₹38,990",https://rukminim1.flixcart.com/image/416/416/l5h2xe80/computer/h/i/p/14s-dy5005tu-thin-and-light-laptop-hp-original-imagg4rc7n75zqkp.jpeg?q=70,HP,3,"Comp1,Flipkart",27293.0,5458
"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",FA706IHRB-HX041W,90NR07D5-M002C0,FA706IHRB-HX041W,TUF Gaming A17 with 90Whr Battery,Graphite Black,Gaming Laptop,Gaming,No,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,4600H,4.0 GHz max boost,11,NVIDIA GeForce GTX 1650,6.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"3x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C support DisplayPort",1x HDMI 2.0b,No,43.94 cm (17.3 Inch),1920 x 1080 Pixels,"FHD, Value IPS-level, anti-glare display (Brightness 250nits, NTSC 45%, SRGB 62.5%)",Dual Speakers,Built-in array microphone,Wi-Fi 6(802.11ax) (Dual band) 2x2,v5.1,399 x 268 x 24.8 mm,2.60 Kg,Not Available,720P HD camera,Backlit Chiclet Keyboard 1-Zone RGB,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS TUF Gaming A17 with 90Whr Battery Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FA706IHRB-HX041W Gaming Laptop  (17.3 Inch, Graphite Black, 2.60 Kg)","₹55,990",https://rukminim1.flixcart.com/image/416/416/l3rmzrk0/computer/z/2/c/-original-imagetjyhhtrtkdg.jpeg?q=70,ASUS,4,"Comp1,Flipkart",39193.0,7838
